,sentence,intent,action,scenario,labels
474,what news updates are there from news express,qa_factoid,factoid,qa,1
475,lets play tic tac toe,qa_factoid,factoid,qa,1
476,do i have anywhere to be between eight am and five pm today,qa_factoid,factoid,qa,1
477,how many contacts do i have in my phone book,qa_factoid,factoid,qa,1
478,none,qa_factoid,factoid,qa,1
479,explain,qa_factoid,factoid,qa,1
480,please play the radio,qa_factoid,factoid,qa,1
481,what person produced the song that is on the radio,qa_factoid,factoid,qa,1
482,start radio,qa_factoid,factoid,qa,1
483,is it sunny in gonbad now,qa_factoid,factoid,qa,1
484,back one episode,qa_factoid,factoid,qa,1
485,send a tweet to dominoes about bad delivery,qa_factoid,factoid,qa,1
486,please make a tweet to dell company about the faulty service of laptop,qa_factoid,factoid,qa,1
487,hey alexa turn on disco lights in my apartment and let the party begin,qa_factoid,factoid,qa,1
488,how is the traffic in mg road,qa_factoid,factoid,qa,1
489,recipes,qa_factoid,factoid,qa,1
490,remind me on fifth april there is a meeting with boss,qa_factoid,factoid,qa,1
491,cancel,qa_factoid,factoid,qa,1
492,please give me details of allen from my contact,qa_factoid,factoid,qa,1
493,find easy recipe for almond milk,qa_factoid,factoid,qa,1
494,do i need to take an umbrella with me this afternoon,qa_factoid,factoid,qa,1
495,play pop,qa_factoid,factoid,qa,1
496,let me know the morning of my doctor appointment on the twelfth,qa_factoid,factoid,qa,1
497,please turn the lights off in the bathroom,qa_factoid,factoid,qa,1
498,can you suggest me a healthy foods for dinner,qa_factoid,factoid,qa,1
499,can you bright the lights please,qa_factoid,factoid,qa,1
500,send complaint through twitter consumer service,qa_factoid,factoid,qa,1
501,i went to walmart today,qa_factoid,factoid,qa,1
502,call person a for meeting,qa_factoid,factoid,qa,1
503,when is my next meeting,qa_factoid,factoid,qa,1
504,olly put on be warned by tech n9ne,qa_factoid,factoid,qa,1
505,tell me all the events between today and the twenty first,qa_factoid,factoid,qa,1
506,don't forget to remind me of my brother's birthday on april twenty,qa_factoid,factoid,qa,1
507,what is john's last name,qa_factoid,factoid,qa,1
508,please put to my calendar daily standup to ten am,qa_factoid,factoid,qa,1
509,when does twenty fourth come in the next week,qa_factoid,factoid,qa,1
510,locate my podcast,qa_factoid,factoid,qa,1
511,when is my next reminder,qa_factoid,factoid,qa,1
512,did ben and jen get back together,qa_factoid,factoid,qa,1
513,should i wear a jacket to work,qa_factoid,factoid,qa,1
514,what is new in politics today can you filter out trump news though,qa_factoid,factoid,qa,1
515,tell me what is on my schedule for today,qa_factoid,factoid,qa,1
516,what new movies are played in cinemas this week,qa_factoid,factoid,qa,1
517,whats the day today,qa_factoid,factoid,qa,1
518,email george brown,qa_factoid,factoid,qa,1
519,activate robot vacuum,qa_factoid,factoid,qa,1
520,what the sexiest food to cook on a date,qa_factoid,factoid,qa,1
521,play the station one hundred and two point four the buzz,qa_factoid,factoid,qa,1
522,mute the speaker please,qa_factoid,factoid,qa,1
523,erase my old english songs list,qa_factoid,factoid,qa,1
524,show current news from bbc,qa_factoid,factoid,qa,1
525,show me a list of places where my relatives have been based on their photos,qa_factoid,factoid,qa,1
526,play the circle,qa_factoid,factoid,qa,1
527,be sure to remind me of this,qa_factoid,factoid,qa,1
528,remove finlee's bedtime alarm,qa_factoid,factoid,qa,1
529,the following question asks you to analyze teacher goals and actions intended,qa_factoid,factoid,qa,1
530,is it still going to be windy on thursday,qa_factoid,factoid,qa,1
531,can you please let me know the next four scheduled trains to chicago,qa_factoid,factoid,qa,1
532,i need a reminder every single day at nine am,qa_factoid,factoid,qa,1
533,describe a potato,qa_factoid,factoid,qa,1
534,can you erase the past event i visited,qa_factoid,factoid,qa,1
535,what does the list contain,qa_factoid,factoid,qa,1
536,turn on the tv socket when i arrive home,qa_factoid,factoid,qa,1
537,read back what i put on my to do list for this week,qa_factoid,factoid,qa,1
538,give me details of my twitter handle profile including the total number of followers,qa_factoid,factoid,qa,1
539,hey olly please set a reminder for tomorrow morning ten am meeting,qa_factoid,factoid,qa,1
540,should i dress in layers today,qa_factoid,factoid,qa,1
541,is the time different in moscow,qa_factoid,factoid,qa,1
542,does peking garden deliver,qa_factoid,factoid,qa,1
543,will it be nice at the beach on friday,qa_factoid,factoid,qa,1
544,please cancel the next event on the calendar,qa_factoid,factoid,qa,1
545,set reminder for meeting at three pm tomorrow,qa_factoid,factoid,qa,1
546,light up,qa_factoid,factoid,qa,1
547,shoutcast dot com,qa_factoid,factoid,qa,1
548,do i have any calendar events today,qa_factoid,factoid,qa,1
549,what is the definition of inchoate,qa_factoid,factoid,qa,1
550,what's it like outside,qa_factoid,factoid,qa,1
551,facebook status busy day,qa_factoid,factoid,qa,1
552,when did beyonce and jay z get married,qa_factoid,factoid,qa,1
553,searching on holidays in my location,qa_factoid,factoid,qa,1
554,please tell me the pending reminders,qa_factoid,factoid,qa,1
555,the weather is sunny today,qa_factoid,factoid,qa,1
556,hey what are my lists,qa_factoid,factoid,qa,1
557,show me new email,qa_factoid,factoid,qa,1
558,tell me the weather for this week,qa_factoid,factoid,qa,1
559,brighten lights,qa_factoid,factoid,qa,1
560,what is trump's approval rating,qa_factoid,factoid,qa,1
561,set the volume to low,qa_factoid,factoid,qa,1
562,play from this point from this audiobook,qa_factoid,factoid,qa,1
563,breeds of dog that are most hypoallergenic,qa_factoid,factoid,qa,1
564,please order one train ticket to los angeles,qa_factoid,factoid,qa,1
565,play thinking out loud next,qa_factoid,factoid,qa,1
566,make a list for work,qa_factoid,factoid,qa,1
567,by tomorrow create a new list,qa_factoid,factoid,qa,1
568,what is the headline from chicago tribune,qa_factoid,factoid,qa,1
569,remind me of the meeting on the twenty second of january,qa_factoid,factoid,qa,1
570,how many meetings do i have next week,qa_factoid,factoid,qa,1
571,start play recently added playlist,qa_factoid,factoid,qa,1
572,night time,qa_factoid,factoid,qa,1
573,play party songs,qa_factoid,factoid,qa,1
574,play some david bowie,qa_factoid,factoid,qa,1
575,tell me something about america,qa_factoid,factoid,qa,1
576,update on april the giraffe,qa_factoid,factoid,qa,1
577,fashion,qa_factoid,factoid,qa,1
578,how about a nice game of chess,qa_factoid,factoid,qa,1
579,turn the lights off please,qa_factoid,factoid,qa,1
580,what is the current temperature,qa_factoid,factoid,qa,1
581,what are the list of events in my calendar in march,qa_factoid,factoid,qa,1
582,space research,qa_factoid,factoid,qa,1
583,show me the recipe for cookies,qa_factoid,factoid,qa,1
584,check emails for unread emails from mom,qa_factoid,factoid,qa,1
585,how big is england,qa_factoid,factoid,qa,1
586,will it rain tomorrow in miami,qa_factoid,factoid,qa,1
587,where is the convention center located,qa_factoid,factoid,qa,1
588,can you start fm eight hundred and ninety radio channel,qa_factoid,factoid,qa,1
589,please turn the volume to the loudest setting,qa_factoid,factoid,qa,1
590,list all the nearby shops,qa_factoid,factoid,qa,1
591,hey olly order a pizza pie with extra cheese,qa_factoid,factoid,qa,1
592,change light colors from blue to white,qa_factoid,factoid,qa,1
593,at what age michael phelps got married,qa_factoid,factoid,qa,1
594,what is the latest from my feed,qa_factoid,factoid,qa,1
595,read out my shopping list for today,qa_factoid,factoid,qa,1
596,if you could talk about three things what would they be,qa_factoid,factoid,qa,1
597,will it be over ninety degrees tomorrow,qa_factoid,factoid,qa,1
598,that song was awesome can you repeat,qa_factoid,factoid,qa,1
599,turn off the smart plug,qa_factoid,factoid,qa,1
600,i want to send email to jack@gmail dot com,qa_factoid,factoid,qa,1
601,cancel my meeting with lisa on tuesday and reschedule it for thursday,qa_factoid,factoid,qa,1
602,which is the smallest island in the world,qa_factoid,factoid,qa,1
603,add milk to my grocery list,qa_factoid,factoid,qa,1
604,i want to hear this podcast,qa_factoid,factoid,qa,1
605,tell me current time,qa_factoid,factoid,qa,1
606,tell me about the solar powered garden stakes,qa_factoid,factoid,qa,1
607,please set my alarm,qa_factoid,factoid,qa,1
608,play a country station,qa_factoid,factoid,qa,1
609,how much is indian rupee going against us dollar,qa_factoid,factoid,qa,1
610,set a timer for five minutes for cookies,qa_factoid,factoid,qa,1
611,what's up,qa_factoid,factoid,qa,1
612,describe the current state of politics,qa_factoid,factoid,qa,1
613,please tell me some international news,qa_factoid,factoid,qa,1
614,what is the current stock rate of facebook,qa_factoid,factoid,qa,1
615,find my thai takeaways around grass market,qa_factoid,factoid,qa,1
616,play news in fm,qa_factoid,factoid,qa,1
617,please shut off,qa_factoid,factoid,qa,1
618,play a race game,qa_factoid,factoid,qa,1
619,i'd like to hear queen's barcelona,qa_factoid,factoid,qa,1
620,wipe calendar clean,qa_factoid,factoid,qa,1
621,please tell me to take my umbrella because it will be very hot today,qa_factoid,factoid,qa,1
622,what is the exchange rate for philippine pesos,qa_factoid,factoid,qa,1
623,is the meeting scheduled for tomorrow,qa_factoid,factoid,qa,1
624,play something romantic,qa_factoid,factoid,qa,1
625,is this the hottest day in mangalore,qa_factoid,factoid,qa,1
626,play my favorite station at nine pm,qa_factoid,factoid,qa,1
627,please remove the parent teacher conference scheduled on march seven,qa_factoid,factoid,qa,1
628,tell me about new york,qa_factoid,factoid,qa,1
629,today needs to be marked as my cheat day,qa_factoid,factoid,qa,1
630,what does potato mean,qa_factoid,factoid,qa,1
631,how was your day,qa_factoid,factoid,qa,1
632,play the newest album by jay z,qa_factoid,factoid,qa,1
633,book me a plane ticket,qa_factoid,factoid,qa,1
634,olly turn the volume up,qa_factoid,factoid,qa,1
635,ok google schedule a meeting with the vp of the department on the twenty first of march two thousand and seventeen,qa_factoid,factoid,qa,1
636,make a repeating reminder for my work tasks every day at eight am,qa_factoid,factoid,qa,1
637,is pink recording a new album,qa_factoid,factoid,qa,1
638,what are the lyrics to the song i will always love you by dolly parton,qa_factoid,factoid,qa,1
639,delete the wedding on the tenth from my calendar,qa_factoid,factoid,qa,1
640,is it possible for you to provide the likes of my music,qa_factoid,factoid,qa,1
641,how many miles in five kilometers,qa_factoid,factoid,qa,1
642,tell me my alarms,qa_factoid,factoid,qa,1
643,let me know the time,qa_factoid,factoid,qa,1
644,what time is the evening meeting i have with john,qa_factoid,factoid,qa,1
645,shuffle the current album of songs,qa_factoid,factoid,qa,1
646,what is the nearest theatre that plays the new vin diesel movie,qa_factoid,factoid,qa,1
647,alexa turn off the fan in the master bedroom,qa_factoid,factoid,qa,1
648,send an email to my friend say birthday wishes,qa_factoid,factoid,qa,1
649,what mail do i have,qa_factoid,factoid,qa,1
650,cancel the milk from the shopping list,qa_factoid,factoid,qa,1
651,what day does april sixteenth fall on,qa_factoid,factoid,qa,1
652,tell me the traffic condition from here to home,qa_factoid,factoid,qa,1
653,set the living room lights to red,qa_factoid,factoid,qa,1
654,turn on the wemo plug socket,qa_factoid,factoid,qa,1
655,brighten lights in living room,qa_factoid,factoid,qa,1
656,did you add tomorrow's meeting to my calendar,qa_factoid,factoid,qa,1
657,how do i make cookies,qa_factoid,factoid,qa,1
658,if it is a consumer good then what is the customer feedback,qa_factoid,factoid,qa,1
659,what day was it on my birth date,qa_factoid,factoid,qa,1
660,can you continue audiobook the circle,qa_factoid,factoid,qa,1
661,turn off my bedside lamp please,qa_factoid,factoid,qa,1
662,favourite,qa_factoid,factoid,qa,1
663,what will be the weather update for monday noon,qa_factoid,factoid,qa,1
664,i need the stock price for amazon,qa_factoid,factoid,qa,1
665,make the lights in the house red,qa_factoid,factoid,qa,1
666,i want to post a status on twitter,qa_factoid,factoid,qa,1
667,proceed to the next episode,qa_factoid,factoid,qa,1
668,how old is christie brinkley,qa_factoid,factoid,qa,1
669,what does my morning look like tomorrow,qa_factoid,factoid,qa,1
670,what events are going on in new york city,qa_factoid,factoid,qa,1
671,how many people live in san francisco,qa_factoid,factoid,qa,1
672,ok google play rock music,qa_factoid,factoid,qa,1
673,tweet complaint to burger king,qa_factoid,factoid,qa,1
674,turn off the closet light,qa_factoid,factoid,qa,1
675,what is the current time in new york,qa_factoid,factoid,qa,1
676,can you lie,qa_factoid,factoid,qa,1
677,try out in wikipedia,qa_factoid,factoid,qa,1
678,is my golf game going to get rained out,qa_factoid,factoid,qa,1
679,can you forward an episode in the podcast,qa_factoid,factoid,qa,1
680,what is the date of next saturday,qa_factoid,factoid,qa,1
681,mute the settings,qa_factoid,factoid,qa,1
682,let national grid know the power is out again,qa_factoid,factoid,qa,1
683,favorite this music,qa_factoid,factoid,qa,1
684,tell a joke,qa_factoid,factoid,qa,1
685,create a meeting with friend,qa_factoid,factoid,qa,1
686,open the internet,qa_factoid,factoid,qa,1
687,what's a description of a virtual reality headset,qa_factoid,factoid,qa,1
688,how you know me,qa_factoid,factoid,qa,1
689,is it raining outside,qa_factoid,factoid,qa,1
690,send email to boss to meet for performance review,qa_factoid,factoid,qa,1
691,what is the weather in sydney now,qa_factoid,factoid,qa,1
692,please describe an elephant to me,qa_factoid,factoid,qa,1
693,day on twenty second april,qa_factoid,factoid,qa,1
694,what is the weather in los angeles,qa_factoid,factoid,qa,1
695,add lunch meetings at noon every day this week,qa_factoid,factoid,qa,1
696,give me the idea of current traffic condition,qa_factoid,factoid,qa,1
697,i need a taxi to take me to the airport please,qa_factoid,factoid,qa,1
698,tell me what lists i have,qa_factoid,factoid,qa,1
699,cooking,qa_factoid,factoid,qa,1
700,i need two pizzas stat,qa_factoid,factoid,qa,1
701,get the cleaning on,qa_factoid,factoid,qa,1
702,play my country playlist,qa_factoid,factoid,qa,1
703,play famosa radio for me,qa_factoid,factoid,qa,1
704,best bar in local area,qa_factoid,factoid,qa,1
705,i would like my to write original romantic messages for my wife,qa_factoid,factoid,qa,1
706,send a response to my last email,qa_factoid,factoid,qa,1
707,set event on recurring,qa_factoid,factoid,qa,1
708,show all the received emails recently with time stamp,qa_factoid,factoid,qa,1
